difficulty,question,answers,related,random
5,egocentric,"narcisstic, arrogant, narcissistic, selfish","idiological, hyper-active, hyprocritical, moralistic, passive-aggression, blinkered, consumeristic, pig-ignorant, status-conscious, self-seriousness","pained, veriable, calculate, superdiversity, superstrong, inauthentic, intellectualization, lengthiness, expose, authorises"
6,egregious,"glaring, gross, flagrant, rank, inexcusable, blatent, crying, blatant","vexatious, apparent, un-controversial, nefarious, obvous, disuptive, self-serving, odd, block-worthy, horrifying","disheartened, amorphous, interational, far, raconteur, demoralization, refugees, irruption, believer, problematize"
3,elaborate,"explanative, complicated, sophisticated, extravagant, expand, refine, extensive, unelaborated, exposit, luxuriant, enlarge, rarify, detailed, expound","defence-in-depth, subtle, pursuasive, contradictive, explicates, counter-narrative, straightforward, over-complicate, touched-up, pointing-out","liaise, efffect, expurgate, systematically, verbalisation, polite, revolt, unobvious, protect, nonresponsive"
4,elapse,"interval, delay, duration, protract, retrogress, pass, time","7-days, fulness, biteyness, resynchronization, unprot, re-appeal, anticipation, reluctancy, pre-mature, instantaneity","amplitude, sentence, oposite, remving, straightfoward, equable, indispensable, tempted, eradicated, compendious"
5,elation,"sadness, euphoria, amazement, lightness, excitement, joy, giddiness","pessimism, lonliness, exuberant, gut-level, exult, exhaustion, self-certainty, contentedness, self-confidence, cockiness","quizzical, legalistic, boisterous, temerity, coastal, receptacle, resorted, magnificence, convulsing, degeneracy"
2,elect,"elite, chosen, appoint","governmment, dethrone, super-delegate, politicall, governer, candidates, votin, coronate, presiden, confect","presumtion, harebrained, inebriated, naturalist, stifled, guesstimates, backpedaled, hailed, sensical, centralize"
5,elicit,"engender, enkindle, generate, garner, provoke, educe, evoke, induce, kindle, fire, stimulate, raise, arouse, extract","anticipatory, reappropriate, forestall, irritate, dignify, receptivity, stupefy, formulate, sensitise, yield","transient, unintuitive, verbatim, styloid, masssive, commend, retain, confrontative, exmple, blissful"
4,eligible,"qualified, ineligibles","fully-paid, receipients, non-veteran, high-need, incorrigibles, nonforfeitable, pre-approved, disqualifies, determined, disqualifed","properity, purposeful, conciseness, spotlight, ritualization, vivacious, phonologic, contemporary, pseudophysics, proceed"
2,eliminate,"minimize, extinguish, reject, remove, abolish, excrete, reduce, egest, avoid, reducing, pass","stigmatize, vanquish, disorganize, de-motivate, resolve, eradicated, avoide, illegalize, neutralise, protect","scuffles, equal, industrialism, resonate, elucidate, neurotic, obnoxious, waking, hoard, anyonymous"
5,elude,"escape, fudge, dodge, defy, hedge, skirt, ensnare, evade, outwit, evades, bilk, capture, duck, outrun, apprehend, parry, frustrate, circumvent, thwart, sidestep","tranquilize, villify, deceive, overdramatize, uncover, comprehend, illuminate, vindicate, avoid, aggrandize","startling, meaningless, earliest, inundate, oratorial, transborder, cliffhanger, deplorably, past, emigrates"
5,elusive,"intriguing, mysterious, obscure, problematic, tough, enigmatic, baffling, subtle, nebulous, problematical, knotty","contradictory, damn-near, inconclusive, unambiguous, luminous, obstrusive, quirky, amorphous, undependable, near-limitless","lathering, lovebombing, easiness, quadratics, constitute, currrent, carinate, restful, catch, manipulativeness"
6,elusive,"intriguing, mysterious, obscure, problematic, tough, enigmatic, baffling, subtle, nebulous, problematical, knotty","contradictory, damn-near, inconclusive, unambiguous, luminous, obstrusive, quirky, amorphous, undependable, near-limitless","absurd, emphasis, thematize, generalizable, persist, engine, argumentitive, reasearching, speak, wanky"
4,embark,"disembarks, begin, commence, journey, venture, enter, pursue, undertaking, ship, undertake, disembarking","accelerate, leave, aim, build, re-model, reconnoitre, re-tool, pre-cruise, stop-over, ship","dithyrambic, interjurisdictional, unskilful, convincted, unselfconscious, sensationalise, anomaly, coincide, obsess, vulture"
1,embarrassed,"mortified, block, disgusted, offended, stymie, humiliated, discomfited, shocked, abashed, obstruct, dismayed, blockade, ashamed, chagrined, hinder, abash, annoyed, stymy","maddened, dissapointed, frighted, loose-lipped, disheartened, appauled, pleased, nonplused, agrieved, reproved","imprecise, replied, remarkably, revamp, spoof, vanishing, inveterate, unrepentent, faciliate, postmaster"
6,empathy,"humility, emotionality, sensitivity, compassion, emotion, kindness","sureness, resilience, respect, self-irony, self-reflexivity, love, reverence, meaningfulness, broadmindedness, scariness","unruffled, egalitarian, frankness, hypervigilant, troves, brawl, muddleheaded, encase, deceive, extracting"
4,emphasize,"accent, stress, underscore, highlight, accentuate, punctuate, underline","rigidify, extoll, re-articulate, over-analyze, see--and, personalize, focuses, temporize, equivocate, polemicize","goads, wanly, disparaging, quick, mumble, deterrent, netlist, banish, posture, consider"
5,emulate,"idealize, mimic, resemble, imitating, mimics, mimicking, mimick","out-innovate, de-humanize, outdo, re-dedicate, connect, popularise, allegorize, temporize, prophesize, outplay","blasphemy, concile, invites, theoretic, evaulate, etherial, enrapture, supporter, chills, premise"
6,emulate,"idealize, mimic, resemble, imitating, mimics, mimicking, mimick","out-innovate, de-humanize, outdo, re-dedicate, connect, popularise, allegorize, temporize, prophesize, outplay","reduced, damned, laugh, occupy, tear, simply, fall, intangible, probed, think"
4,encompass,"embody, embrace, comprise, reflect, comprehend, include, cover, define, incorporate, circumscribe, involve, extend, subsume","superceed, spiritualize, dematerialize, re-collect, appertain, comprising, covergae, excludes, instrumentalize, privide","captivate, fluidity, corrigible, exciting, update, mendacious, forecast, insomuch, flashy, saddening"
3,encourage,"promote, further, allow, urge, boost, inspire, facilitate, motivate, stimulate, advance, invite","dispirit, pursue, undertake, allows, invites, tolerate, appeciate, self-improve, stop, persude","dialation, tyran, guesstimated, immortalization, preapproval, heal, frighted, enthrone, conscious, inobvious"
2,endangered,"imperiled, imperiling, imperilled, jeopardise, jeopardize, menace, threaten, expose, scupper, threatened, imperil, peril, queer","danger, protection-related, unsurvivable, resource-strapped, unstunned, weakened, tranquilised, undermined, out-lying, hurting","dragged, propitiate, alternate, radiologist, unrecognizable, working, paralyse, dryish, bleive, construtive"
4,endeavor,"strive, efforts, try, accomplishment, venture, pursuit, undertaking, enterprise, attempt, effort, undertake, task","aspect, frame-work, see--and, revolutionize, desire, re-kindle, reason--to, necessity, hit-job, toilsome","acquit, paradox, disloyalty, sooth, poiint, unhappily, unrefreshing, done, pervent, underline"
1,energy,"push, DOE, muscularity, vim, zip, vigor, vitality, vigour","high-energy-density, water-efficiency, etherial, biohydrogen, synfuels, carbon-intensive, bioelectric, non-commodity, renewability, carbon-free","continuesly, overcoming, differences, imperil, sloppy, tortious, deception, measure, faild, workaday"
6,enervating,"unsettle, debilitative, faze, unnerve","deep-going, mind-changing, temporising, un-ending, invigoratingly, injudicious, recondite, troublesome, unfulfilling, uncoolness","bootlace, oddly, verbalize, précis, desolated, insanitary, furure, vaious, aggress, lifespan"
6,enhance,"heighten, promote, reduce, optimize, improve, diminish, augment, enrich, raise, strengthen, bolster","build, minimise, enriches, re-energize, personalize, counter-act, dilute, redefine, rightsize, utilize","redemptive, defficient, ensurance, protect, cavort, musing, imigrant, squalls, mentor, implication"
1,enormous,"immeasurable, incredible, considerable, vast, massive, huge, gigantic, immense","less-than-obvious, eye-watering, increasing, indescribable, widely-acknowledged, impressiveness, super-massive, widespread, immeadiate, appalling","portayal, recommendation, diplomat, devise, admonish, remeasuring, verify, unstinting, ditty, coordinations"
1,enormous,"immeasurable, incredible, considerable, vast, massive, huge, gigantic, immense","less-than-obvious, eye-watering, increasing, indescribable, widely-acknowledged, impressiveness, super-massive, widespread, immeadiate, appalling","representative, traverse, disaffiliation, depreciative, mope, objectional, wispy, boiler, noticing, discrepency"
2,entirety,"itself, remainder, portion, integrality, part, whole, portions, totality, throughout, its, excerpted","summarized, material--and, completism, either, piecemeal, un-redacted, re-scoping, view-only, fully, contiguous","systematically, rarely, necessitate, recognizable, highest, avove, unsuspicious, anywhere, construct, unprocessable"
6,ephemeral,"insubstantial, passing, inconsequential, transient, transitory, fugacious, evanescent, unimportant, impermanent","non-substantive, quixotic, pseudo-reality, still-relevant, amorphousness, un-objective, short-lasting, unextraordinary, non-romantic, semi-objective","unoticed, hangdog, cancell, swallowers, dominate, imporve, travel, scences, repine, pragmatical"
3,equation,"formula, inequations, par, quadratics, theorm","factorise, 4-velocity, linearized, sextic, parametrization, reparametrization, wave-function, definitiion, hypercycle, thermodynamics","rightious, rigourous, commecial, braving, vitual, officiousness, eqivalent, experence, snickered, causal"
5,equitable,"nondiscriminatory, fairer, fair, efficient, just","properous, coherent, cost-free, defendable, broadly-based, need-based, generalizable, profitable, justifyable, universalizable","arise, anomie, unspectacular, palpitating, denouncing, defiant, crystalise, invariably, organized, ignominy"
3,equivalent,"analogous, tantamount, comparable, eq","non-reduced, standard-level, point-free, versal, synonymous, alternative, distance-weighted, counter-part, minimum-weight, withdrawable","cadential, mirth, explanation, suggest, subcomponents, placeable, coziness, diffident, unifications, insomuch"
6,equivocal,"ambiguous, vague, inconclusive, emphatic, suggestive, ambivalent, unambiguous, noncommittal","ill-focused, vaguer, handwavy, ill-defined, non-indicative, debatable, evidence-backed, arguable, imagistic, corroborative","unfeigned, jlabel, ancient, neutral, bioaccumulate, laxer, certify, briefness, befuddle, replace"
5,eradicate,"suppress, banish, reduce, uproot, destroy, extinguish, abolish, rid","re-populate, re-prioritize, restablish, validate, de-bug, de-populate, unify, revitalise, reinvade, resolve","farce, outplay, undertake, romanticise, confrontative, peek, prolife, discriptive, demonstrate, complement"
