difficulty,question,related,random,answers
3,explain,"missunderstand, reflect, reconsider, outguess, elaborate, analize, ignor, verstand, complexify, underemphasize","reaonable, subdue, protagonist, laureateship, notic, yield, perceptive, confute, strenghtening, despute","justify, clarify"
5,explicit,"interpolative, alterantive, significative, unmistakable, less-than-complete, over-specification, contentual, well-enforced, resumptive, nontextual","assistence, successive, analytical, narrative, superstardom, attract, attitude, instabilities, dreamlike, pervasive","unequivocal, clear, unambiguous"
1,explore,"publicize, understand--and, intellectualise, compare, re-collect, evaulate, validate, universalize, negotiate, understandig","desirable, wavery, critised, overfit, equitable, duration, silly, combust, selflessness, select","delve, evaluate, research, assess, uncover, discover"
4,exposition,"exterminatory, denunciatory, intro, frontality, conceptional, juxtapositioning, easy-to-grasp, counter-response, unenlightening, understanding","joyous, reguest, groundwave, cliche, inequitable, unabashed, tragical, presumptuously, sincere, apathetic","overview, discourse"
3,express,"strate, elate, comform, imply, regard, implicite, subscibe, characterize, perseverate, remonstrate","defiantly, loving, uncoordinated, intemperance, balinese, parliamentarian, overexpansion, narrative, intensifies, euphemise","verbalise, communicate, state, utter"
3,expression,"suggestiveness, genericness, intellectualised, self-relation, thought-form, countenance, implicative, selfdetermination, inter-object, actional","drier, gloaters, stept, cluttery, transduction, dismissive, examine, impossible, concentrating, deceptive","look, saying"
3,extend,"commodify, re-pass, use, re-place, subsume, disgard, remove, re-strengthen, initate, dealine","demarcate, facilitatory, formal, pusillanimous, childlike, reveal, embellish, negativity, highjack, skeptic","prolong, lengthen, continue"
3,extensive,"sparse, well-delineated, partial, unusual, serious, sporadic, near-immediate, in-detail, almost-complete, tremendous","detesting, nutation, critcized, obscure, explicitly, commnunity, vapidity, antidote, irrelevant, potentiate","broad, wide"
6,extenuating,"tragical, unapparent, discrepant, circumstances-, short-ish, infusion-related, excuses, unresting, double-jeopardy, factorising","helpers, envy, casual, tells, unpunctual, indicate, eager, actuate, intensifying, comparason","palliate, decrease, dimminish, minimize"
6,extraneous,"time-related, intrusive, frivolous, out-of-scale, informational, superficial, non-obvious, innocuous, pertinent, over-general","rewrote, counterinsurgent, ignorable, paranoias, suppoed, careful, despondent, reallocate, unintuitive, thriftiness","unnecessary, outside, irrelevant"
4,exuberant,"expressive, celebratory, exhilaratingly, rousing, elegant, endearing, hyperactive, crowd-pleasing, self-adoring, defiant","assertion, unrigorous, reactivate, indicator, engergy, depict, takle, counterbalancing, biases, dying","profuse, boisterous, zestful, effervescent, joyful, ebullient"
5,fabricate,"deceive, collect, recreate, systematize, encase, suppress, deliver, weld, re-manufacture, denigrate","senseless, mollified, verify, requisite, perseverate, crystallize, juxtaposition, geocultural, stablise, colorburst","manufacture, construct"
5,facilitate,"reate, encourages, accomdate, legitimatize, justify, perpetuate, efficient, generate, mechanise, nurture","recategorize, last, bizzarre, tradtion, resilience, neighboring, abrasive, reemphasize, stupor, bayshore","promote, expedite"
3,factor,"linchpin, source, necessity, noticeability, structurer, demotivation, variables, reason, inter-element, distorsion","overwhelmed, response, biases, improvement, idyllic, discussable, nullify, ridicule, urge, spect","ingredient, determinant, element"
1,fair,"betterness, honorable, creditable, rightious, meak, fine, judicious, non-friendly, courteous, timely","usefule, perspective, wearied, engergy, archeologic, renound, swung, subsequent, grandious, simply","bazaar, reasonable, equitable, just"
5,falter,"ill-afford, faile, even, hobbled, under-perform, threaten, precipitously, mini-slump, resist, blossom","overcoming, restriction, oxymoron, harrass, genius, unromantic, defame, dislike, misdirect, veneration","fail, bumble, stumble"
3,familiar,"contempoary, hungry-looking, well-instructed, awe-stricken, new-old, unpracticed, near-ubiquitous, commom, accustoming, troublesome","limitative, ensurance, dramatise, excessive, revalidate, misclassifying, gruesomeness, suppport, aromantic, celebration","intimate, associate, usual"
4,famished,"blinged, sleepy-eyed, ill-bred, diabled, heavy-lidded, ill-minded, allured, hungrily, improverished, over-stuffed","dry, reacquires, scurry, overanalyze, merciful, reducing, stodgy, paraphrase, passioned, wriggles","ravenous, starved, hungry"
1,famous,"modern-minded, once-notorious, historician, well-attested, magnificent, glorious, sharp-minded, semi-mythical, much-buzzed-about, mainy","inflame, locate, remarkable, reinterpret, arrise, happed, sulkiness, reasonability, congregated, resign","noted, renowned, celebrated"
1,fascinating,"sad, illuminative, hilarous, bizzare, great, intereting, jawdropping, stunningly, interessting, absorbingly","oscillate, unsubstantiated, triumph, frazzling, shriek, subliterate, fantastical, superpotential, copiousness, authorative","captivating, enchanting, intriguing"
2,fatal,"too-obvious, near-miss, burn-like, inconsequent, deer-related, dramatic, painful-looking, career-ending, brutal, life-ruining","potential, snubs, boxercise, reconcilliation, hardship, bitterness, disinterested, fragile, depraved, contradicted","lethal, deadly"
4,feasible,"manageble, unconceivable, sufficiently, essential, governable, sub-optimal, compatible, requestable, administrable, problematical","unlucky, reaction, multimember, bioware, yowled, perpetuate, discretion, odious, convince, unhappiness","achievable, viable"
1,feast,"dessert, appam, post-christmas, barbeque, christmass, dainties, whitsuntide, purim, candlelit, dinner-time","decribe, eminent, complement, betray, famed, divert, repped, cheap, quantifying, unhistoric","spread, banquet, festival"
5,feign,"deigns, perfidy, condign, mirth, moralise, absent-mindedness, provoke, effrontery, contemn, indifference","living, analyze, arrogant, applicable, definitive, restablish, pseudophysics, griped, excellent, hurry","affect, pretend"
3,ferocious,"punk-like, hate-fueled, single-minded, self-serious, brave-hearted, bloodthirst, notorious, manful, soul-killing, antic","genial, confronted, nerving, agreeable, opnly, inauthenticity, awakening, suggested, nondiscriminatory, disprove","savage, fierce, relentless, ruthless"
2,flexible,"well-designed, hassle-free, feature-oriented, stretchy, securable, case-oriented, student-friendly, tailor-made, easy-to-prepare, easy-to-wear","rebelion, confused, perculiar, protests, wafting, uncomplete, arid, foll, decohere, stodgy","elastic, versatile, compromising, pliant"
1,flock,"scampering, lifestock, caprine, fly-infested, gaggle, roaming, seabird, droves, farmyards, feedyard","might, sperate, defrock, conation, prevent, abnoxious, mesic, comple, conciseness, americanize","brood, herd, swarm"
6,florid,"oratorial, laudatory, formulaic, pompous, cliché-ridden, unctuous, mantra-like, expansive, matter-of-fact, jargon-ridden","fact, scuffle, detains, pained, exasperated, astonish, deceitfulness, devise, promply, circumcircle"," ruddy, flamboyant"
5,fluctuate,"time-average, aggrevate, burstiness, out-weigh, waver, misperceive, varve, rigidify, inflate, perturb","enables, gaudy, fondle, depoliticised, rude, lifeless, lucky, governability, proove, amounts","waver, vary"
1,focus,"de-emphasize, outling, impass, specific, sensitise, turn-about, de-emphasising, reprioritising, reconceive, rephase","deveopment, aided, exept, normal, destigmatize, lawyer, catalyze, denunciatory, biddable, worsen","concentrate, emphasis, sharpen, center, nidus"
4,formidable,"well-polished, narrow-eyed, well-resourced, hard-riding, near-mythic, ambitious, colossal, pugnacious, baneful, cold-eyed","reconception, goad, succcess, conked, arrise, awful, portentious, highflying, recontextualize, annoymous","powerful, fearsome, enormous, daunting, unnerving, immense, impressive"
4,formula,"concoction, three-parameter, four-element, product, one-component, column-based, inequation, hypercycle, re-calculation, defintiion","explicit, secretive, peaceful, aggravate, explain, unobtrusive, migrate, descriptional, neutralise, cooperation","rule, recipie, method"
5,formulate,"find, relativize, harmonize, obtain, produce, summate, compute, universalise, theorise, decide","presumtion, outwit, sobriety, proportionally, superiors, plaint, compelled, ambivalent, scarcity, avoide","develop, implement, invent, devise"
5,fortuitous,"conspicious, first-minute, serendipitous, unignorable, longed-for, late-ish, hit-and-miss, tragicomical, startling, prodigious","mayhave, story, motivates, unnerving, infuriate, huge, insanitary, bafflement, cause, windspeed","happenstance, coincidental, unexpected"
2,fortunate,"saddening, rewarding, worthwhile, sure, tragically, serendipitous, true--and, thought, singularly, comfortable","parachurch, overlapping, shocked, deaded, troublesome, predisposed, bioware, liaise, attcking, pretences",lucky
5,fraudulent,"un-ethical, deceit, malpractices, factitious, blatant, bad-faith, near-criminal, tortious, financially-motivated, quasi-legitimate","reigning, injudicious, ecocritical, growth, dicate, documentable, evade, demonination, orgins, alligence","unscrupulous, scammy, phony, dishonest, deceitful, fake, deceptive, bogus"
3,frequency,"increases, medium-intensity, salience, charateristic, sensivity, time-of-day, strain-rate, periodicities, divergency, clear-air","sinply, gems, enlightened, bashed, terrorize, recriminatory, absurb, cloy, agregate, sticken","amplitude, intensity, oftenness"
2,frequent,"forcefull, frazzling, consequent, long-continued, continous, active, stressy, legtimate, common-place, tendencious","springlike, serenity, create, substanciate, nonconformism, envious, hardship, obedient, watchlist, condemming","regular, patronize"
1,friendly,"non-intimidating, receptive, media-friendly, nonconfrontational, not-so-pleasant, nonjudgemental, charming, pleasent, collegial, clever","blossom, influential, rigourous, truculent, unquote, countinue, all, cautiousness, eloquent, posture","favorable, amiable"
1,frighten,"patronise, pander, compel, stigmatize, banish, hoodwink, arouse, belittle, conceal, decapitate","relevance, quest, unrepented, indicator, militarism, liberalness, essential, saddened, recondite, aerodynamical","intimidate, scare, terrify"
6,frivolous,"disruptive, ill-judged, uncalled-for, glamorous, worthless, non-cynical, non-silly, semi-serious, silliness, fact-less","trudged, strategic, professionalise, impound, madate, wavery, embittered, accelerated, mirthful, apppears","silly, absurd, pointless"
1,frown,"eyebrow, indulgently, impishly, priggish, sad-eyed, mocking, disgust, shame-faced, impassively, curtsying","anticipate, extraodinary, unilinear, initate, exhibition, acrimonious, presumtion, moralist, repine, noncontract","scowl, glower, grimace"
